sentence1,label
"@PMMG190 - PM apreende menores com drogas, balança de precisão... https://t.co/iq3ZZzuQsP",2
Pimentel vai buscar filho em festa de réveillon com helicóptero do governo de... https://t.co/khMrIF7CAQ by #Ary_AntiPT via @c0nvey,0
"RT @flaviofachel: Governador de MG, Fernando Pimentel, usa o helicóptero do Governo para transportar o filho em festa de reveillon. https:/…",1
"I'm at Bairro Jardim Perola in Governador Valadares, MG w/ @sytambalejy https://t.co/4sng8f21iz",1
RT @caminhodaescola: @CNHIndustrial entrega 628 ônibus ORE 2 IVECO BUS ao Governo de Minas Gerais  https://t.co/yKPqJIKxZl  https://t.co/h0…,2
"RT @VEJA: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/qafiUipXEv",0
"RT @OGloboPolitica: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/Pls2dpH7j4 https://t.co/7u5I9Kqa1F",2
Dupla é presa em Patrocínio suspeita de envolvimento em roubo à fazenda https://t.co/thYAdDV2GE #OperaçãoBetaLab https://t.co/xr7y6fBk4m,2
RT @marisascruz: Qual foi a Justiça que Prorrogou? A do Estado de MG? Aqui a resposta https://t.co/ESA886VwpB... https://t.co/XfZRaW0hN0,1
@PMMG190 - POLÍCIA MILITAR PRENDE AUTOR DE FURTO E RECEPTAÇÃO NO BAIRRO PIRAPITINGA EM ITUIUTABA https://t.co/LpZ2so1aEc,2
Governo de MG põe em sigilo dados sobre voos de Pimentel https://t.co/Hkg7Oett4L,0
"Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/OKsPuZuQUP",2
"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl",2
RT @vemprarua: Arroz de terceira!     BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/SZtiWxZtKt,0
"Após denúncia, PM apreende drogas, munição e armas em Araxá  https://t.co/nAgOPN6EBx #SomosTodosDilma #Raynniere #BuyRaynniereOnItunes",2
Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/O6hSNoGHjD,2
Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/13YCB1qASU,2
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
RT @rudigerescobar: alagran! Que J. I. Cohen no estaba también implicado en el caso de cooptacion del estado? https://t.co/MsJloxMWmt,1
RT @marlidzdz59: Kalil volta atrás e cancela desoneração de 280 servidores em BH - Politica - Estado de Minas https://t.co/TWJI3b1gua,1
@lucosttab eu fico meio pistola porque minas é o estado que mais produz café porém o melhor vai pro exterior e aqui do msm custa absurdos,1
"OS HELICÓPTEROS DE PIMENTEL Governador de Minas Gerais, Pimentel atrasa salários mas abusa de mordomias(Istoé)Esta mancheteé mentirosa",0
Betim e Contagem intensificam vacinação contra febre amarela neste sábado https://t.co/N4iL0whpPN,2
RT @pmmg190: @PMMG190 - 22°BPM - POP E GEPAR DA 125ª CIA APREENDEM DROGAS E ARMA EM BAILE FUNK NA VILA AMBROSINA https://t.co/DtBxHX0241,2
"-che como conociste a tu novia? +le puse mg a un estado que tiró en fb que decía ""mg y sale rela""",1
"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",0
RT @orlandotambosi: Presídio privado em Minas Gerais nunca teve rebeliões https://t.co/JD9zkdrR6S,2
"RT @edmilsonpapo10: Após decretar falência do Estado de Minas, Pimentel tá comprando mais 2 helicópteros... Teremos mtos feriados em 2017..…",0
Me dio una gracia ver ese mg y después el estado ajajajajajaja,1
"RT @VEJA: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/qafiUipXEv",0
Campanha de prevenção à febre amarela tem início em Córrego Fundo https://t.co/ka0UqHwfGK,2
"RT @Silvio_MKT: Fernando Pimentel PISA e COSPE em cima dos mineiros, é impressionante a cara de pau desse sujeito.https://t.co/MSqSlDMRAr",0
EUA e UE condenam ataque com caminhão que matou quatro pessoas em Jerusalém - Estado de Minas https://t.co/OxhI33N3pt,1
Uma decisão acertada do Prefeito  Odelmo Leão que já decretou o estado de Calamidade Financeira com rombo de... https://t.co/zBLDwWmGUK,1
"No estado de Minas Gerais, concurso da Câmara de Cipotânea abre oportunidades para Auxiliar de Serviços Gerais e... https://t.co/1yIaywk4kE",1
Polícia prende nove suspeitos de tráfico de drogas em Ipatinga https://t.co/AGT5U9oenI https://t.co/nPqmw5gyDh,2
Governador Petista Têm se dedicado ao seu novo negócio: _ HELICÓPTEROS.... https://t.co/ZtLv54pCJm,0
@PMMG190 - Dom Viçoso  Dois homens são presos por tráfico de drogas https://t.co/57qJ2775he,2
Vacinação contra febre amarela é ampliada em Coronel Fabriciano  https://t.co/AtjeP8O7P0,2
"A @consjovemoabmg de Minas Gerais chamou de ""preocupante"" o fato de o estado ter esgotado os recursos relativos a depósitos judiciais.",0
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
"@NiBarga crise que Minas Gerais enfrenta, e antes declarou estado de emergência em Minas Gerais, o cara é pilantra e comunista terrorista,",0
"RT @tradersclubbr: Em calamidade financeira, MG compra dois helicópteros https://t.co/QVcG3lYO34",0
"Trio é preso suspeito de roubo, tráfico e abuso sexual em Uberlândia https://t.co/vYfysPqG9c #TimBeta",2
"Após mortes de macacos por febre amarela, autoridades reforçam prevenção na Grande BH https://t.co/TkDPdIXWSM",2
Mg y eleguis mi estado v,1
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",1
"Após denúncia, PM apreende drogas, munição e armas em Araxá https://t.co/IrDBZ1a5GO",2
Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/FIteCQiYIY https://t.co/pwEEHygp0w,2
Minas é o Estado mais lindo dessa vida,1
"RT @OGloboPolitica: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/Pls2dpH7j4 https://t.co/7u5I9Kqa1F",2
RT @lovingmyseokjin: estoy ignorando todo programa donde haya estado seokjin donde se hace el capo con las minas xq si los llego a ver me r…,1
"RT @g1: Tentativa de fuga é impedida no presídio de Mariana, MG, diz secretaria https://t.co/AavPLJ5BBN #G1 https://t.co/3WNyyYm2mU",2
Dupla é presa em Patrocínio suspeita de envolvimento em roubo à fazenda https://t.co/R51WgDaELL,2
Policial de folga impede roubo e detém ladrões em Juiz de Fora https://t.co/0lmWsBAlpT https://t.co/DlP2jRBoGS,2
Surto de febre amarela provoca corrida por vacinas no interior de Minas - Estado de Minas https://t.co/VbncRAfOBI,1
Nova rebelião em cadeia pública de Manaus deixa ao menos quatro mortos - Nacional - Estado de Minas https://t.co/ZllKSfiLx0,1
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
"I'm at Carvalho de Brito in Carvalho de Brito, Estado de Minas Gerais https://t.co/mSboe813fb",1
"New post: ""Suspeitos de roubo batem moto em viatura da PM em Patos de Minas"" https://t.co/6p34wtnfRh",2
O simbolismo no uso do helicóptero oficial pelo governador de MG https://t.co/8bE5tWsnvz https://t.co/rLX5FsgUaG,0
"Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas.… https://t.co/2KTmmC7nRG",2
Três jovens de 20 anos são presos por envolvimento em um roubo em Unaí https://t.co/4e0UHNfhmE,2
"""uso de aeronave pertencente ao  Estado de MG, em domingo, p/ fins pessoais,  em claro desvio de finalidade"" - https://t.co/WEfv5iLyju",0
"RT @Cris_duh_123: Governo pagou R$ 2,4 bilhões a empreiteiras alvos da Lava-Jato - Politica - Estado de Minas https://t.co/sDSzz77UOm",1
"@PMMG190 - Coromandel - Apreensão de armas de fogo, munições e drogas https://t.co/IiseMAvJes",2
"RT @brasil_fotos: Mesmo depois de falir o estado de MG, Fernando Pimentel abre licitação para compra de 2 (sim, dois!) helicópteros. Inacre…",0
Nutricionista dá dicas de lanches saudáveis e simples para as crianças levarem à escola - G1 Grande Minas - MG... https://t.co/tyV2WuwvZy,2
RT @cleuberdacunha: Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/9YFYbTqIKQ,0
"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",0
RT @JDanieldf: Pedindo para que MG reaja? Reagir contra o governador queridinho dos eleitores mineiros? https://t.co/mMCw5wyyL8,0
"Atendendo a uma demanda apresentada por nós, o Governo de Minas enviou ofícios informando do pagamento de 450.000... https://t.co/00qMALZ7FO",1
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
"Após denúncia, PM apreende drogas, munição e armas em Araxá  https://t.co/IdZvDthEeD",2
"RT @Nonato55557777: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @bol https://t.co/sePlNNQ00j",0
PM apreende drogas na casa de avós de adolescente em Montes Claros  https://t.co/iHrsmO3ykH,2
RT @marlidzdz59: Eduardo Cunha pede ao STF a anulação da cassação na Câmara - Politica - Estado de Minas https://t.co/BnxRYwkP02,1
G1 Sul de Minas |  Prefeitura amplia horário de vacinação após caso de febre amarela em Poços… https://t.co/RCpzl2cjWV,2
"RT @exame: Em calamidade financeira, governo de MG compra mais helicópteros > https://t.co/6uyDUO3WTT https://t.co/kEKVqvu0wT",0
"� @ Governador Valadares, Minas Gerais https://t.co/B3ThIDJCSf",1
"Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/kDIOI9BQgY by #AdelAdelino via @c0nvey",0
"Nesse presídio de Minas os detentos ficam soltos, estudam e trabalham; e não existe violência https://t.co/crKjNK7TTo via @hypeness_combr",2
"I'm at Rei Davi Petiscaria in Governador Valadares, Minas Gerais https://t.co/2DCpi0eseJ",1
"New post: ""PM monitora casa e prende homem com drogas e arma em Montes Claros"" https://t.co/1OJF24VXHR",2
"@lancenet aqui em Minas nenhum dos grandes portais (itatiaia, superesportes, Estado de Minas) noticia isso. Até os setoristas desconhecem",1
RT @JBarbosa2014: A FÓRMULA DO FRACASSO: O governo PETISTA de FERNANDO PIMENTEL já está entre os PIORES da história do Estado de Minas Gera…,0
RT @VinnyLuciano22: Esperança por emprego leva dezenas ao Sine no primeiro dia do ano - Economia - Estado de Minas https://t.co/LhyICK6OI8,1
"RT @PandaRcds: O PT SÓ CONHECE A VIDA DE MARAJÁ,MESMO O ESTADO DE MINAS GERAIS  ESTAR QUEBRADO!!! https://t.co/9khsHsdWx5",0
"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar,/ https://t.co/xguEFObob1",1
Ex-diretor do governo de Minas. Saiu da Agência de Desenvolvimento da Região Metropolitana de BH em maio/2016 https://t.co/7DE3kDB0FL,1
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
Si  este estado llega a los 50 mg  subimos un vídeo que hicimos con los chicos Jacqueline Martinez Washin Rodoni,1
Secretaria de Governo do Estado de Minas Gerais orienta novos prefeitos sobre cadastro e sistema de convênios https://t.co/OOPZIj8AHC,1
Manifestantes protestam contra aumento das passagens de ônibus em BH - Gerais - Estado de Minas https://t.co/XzITZK0sN9,0
Vacinação contra febre amarela é intensificada na zona rural de Uberaba https://t.co/OnAUaEoiHR https://t.co/ELhJFYJ0tE,2
"Poner mg en tu estado como mi papa es re traumante, jajajajaja",1
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
RT @cyrusxotao: 42- o japão é menor do que o estado de minas gerais. https://t.co/QNLUhWQzIS,1
Solo los solteros le van a dar mg a este estado� cricri jajajaja,1
@MidiaNINJA E o governador de MG? Comprar helicópteros pode né? Basta ser petista! ��,0
"New post: ""Contratação de professores começa nesta terça-feira em Juiz de Fora"" https://t.co/HvVZFC7eK5",2
Suspeito de tráfico de drogas é detido com mais de R$ 22 mil em Juiz de Fora https://t.co/ghmIklwWez https://t.co/B1PR8lpPkU,2
"RT @PandaRcds: O PT SÓ CONHECE A VIDA DE MARAJÁ,MESMO O ESTADO DE MINAS GERAIS  ESTAR QUEBRADO!!! https://t.co/9khsHsdWx5",0
"Tu le das MG a este estado y yo por mensaje te diré : ""Dame un número y hazme una pregunta"" yo publicaré tu número con la respuesta.���",1
Dupla é presa em Patrocínio suspeita de envolvimento em roubo à fazenda https://t.co/jnyJUAObaz,2
"g1: Tentativa de fuga é impedida no presídio de Mariana, MG, diz secretaria https://t.co/pEfA4Ng40T #G1 https://t.co/ceS8jFzTD7 #TimBeta",2
Araxá recebe novas doses da vacina contra febre amarela https://t.co/Cv2qVkpf3V,2
Quatro homens são presos suspeitos de tráfico de drogas em Pirapora https://t.co/dflEBG9G9M https://t.co/F5cRXC5RgZ,2
"RT @brasil_fotos: Mesmo depois de falir o estado de MG, Fernando Pimentel abre licitação para compra de 2 (sim, dois!) helicópteros. Inacre…",0
"RT @Estadao: Em calamidade financeira, MG compra dois helicópteros https://t.co/VzvU4VQumR https://t.co/iXi3fGq5L7",0
"Morreu aos 92 anos Mario Soares, figura marcante da política portuguesa - Estado de Minas https://t.co/DKG8C0DLXk",1
Governo de Minas expulsa 117 servidores por corrupção https://t.co/OrhDYyrPj5,2
RT @julianacipriani: Ministério Público de MG restringe entrevistas de promotores à imprensa - Politica - Estado de Minas https://t.co/hXGm…,0
RT @frednavarro: O governador Fernando Pimentel (PT-MG) mandou comprar mais dois helicópteros. Será que vai ter gêmeos?,0
RT @cyrusxotao: 42- o japão é menor do que o estado de minas gerais. https://t.co/QNLUhWQzIS,1
"Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/k6lI02jDlM by #VEJA via @c0nvey",0
"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjPjCAC https://t.co/s9yOwjCAmu",2
"RT @ctxt_es: ""Yak-42, 13 años de mentiras de Estado"". Ramón J. Campo siguió el caso desde el principio y nos lo cuenta. https://t.co/MQ6OtP…",1
https://t.co/ySHehMmSXN,1
"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",0
"Com três anos, presídio privado em Minas Gerais não teve rebeliões: https://t.co/Qg7Tlllaqj",2
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos  https://t.co/vI1aMbPMaG,2
"RT @tue_nunes07: I'm at Bairro Jardim Perola in Governador Valadares, MG w/ @sytambalejy https://t.co/4sng8f21iz",1
Motoristas e cobradores manifestam contra insegurança em Juiz de Fora https://t.co/7Gd9gQFNX2 https://t.co/uff8hfmIi7,2
RT @folha: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/M3Qvk9wN3T https://t.co/ESWDEpfKWh,0
"@PMMG190 - Ataxá - PM prende autor de homicídio, apreende drogas e recupera veículo furtado https://t.co/Ix6poBxmr7",2
"New post: ""Operação da PM prende sete pessoas por tráfico de drogas em Mantena"" https://t.co/wsla8BoXki",2
"Já que o estado é responsável pela custodia do preso, enquanto ele cumpre sua pena ele tem que trabalhar, estudar... https://t.co/SgIPFT4OsK",1
RT @GladysCastanho: @PanichiRaphael @lobaoeletrico O que confirma o porque do estado caotico em que se encontra Minas.,0
MG i te hablo...  (15 min. Y borro estado) ��,1
Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais-https://t.co/3sfRNXcLM4 https://t.co/ksudX7C3NL,2
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/mC96UND7wJ,2
Rio distribui vacinas contra febre amarela na divisa com Minas https://t.co/Mef2XHtMb6,2
"Morreu aos 92 anos Mario Soares, figura marcante da política portuguesa - Estado de Minas https://t.co/2byUvR714O",1
@jornal_cultura governo federal com cartão de crédito...governo de MG passeando e comprando helicópteros. Até onde?,0
RT @AnjokaMaximo: #NaoConfiamosNoSTF Põe na conta do @STF_oficial  que não cumpriu seu papel de afastar Pimentel. o Estado de MG pode cobra…,1
"PM PRENDE/APREENDE SUSPEITOS DE ENVOLVIMENTO COM O TRÁFICO DE DROGAS, ROUBOS E HOMICÍDIO EM BRASÍLIA DE MINAS... https://t.co/N1Cb4aZZuX",2
RT @carlinibh: 'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/oG…,2
"Diante disto so resta aos mineiros que o elegeram, aplaudir tal conduta. Que suas viagens aereas sejam abreviadas... https://t.co/dAMHJndnzw",1
@PMMG190 - POLÍCIA MILITAR PRENDE HOMEM DE 25 ANOS POR TRÁFICO DE DROGAS NO BAIRRO NOVO TEMPO 2 EM ITUIUTABA https://t.co/s2maE8ZsC4,2
"Como a Rússia tentou fragilizar Hillary e ajudar Trump, segundo a inteligência dos EUA - Estado de Minas… https://t.co/TK8V3o47oZ",1
@dietaenteral: Agência SaúdeForça Nacional do SUS reforça ajuda ao estado de Minas Gerais https://t.co/qJKEbWCeFd,2
RT @ricosdelmundo: Tres Hábitos Diarios De Las Personas Más Exitosas Del Mundo  https://t.co/BNx82wUJEF https://t.co/fCQrtAqhat,1
"Banco do Brasil cobra  de Minas R$ 1,5 bilhão em depósitos judiciais.https://t.co/omkua937cd",0
Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/vqtHdZ5ugt https://t.co/2CYAw0tBrJ,2
@PMMG190 - PM prende casal de traficantes de drogas em Ouro Fino https://t.co/J5H39dk3hT,2
"I'm at Recanto Do Açaí in Governador Valadares, MG https://t.co/FPTZTtAKc4",1
"RT @TransitoBH: PRF flagra mais de 1,2 mil motoristas acima da velocidade em um dia na BR-040 - Gerais - Estado de Minas https://t.co/SiXp1…",1
@PMMG190 - Polícia Militar prende autor de roubo  https://t.co/8cX6G34oro,2
RT @MeilingTamiozzo: Vereador de SP Fernando Holiday quer revogar o Dia da Consciência Negra - Politica - Estado de Minas https://t.co/W2XP…,1
Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/JUwXlfmkZo https://t.co/QiVOiO3EqR,2
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/e34wkSEwI4,2
Ônibus carregado de drogas é flagrado na MG-353; motorista é preso https://t.co/pmMvjHLy7i https://t.co/Gpzh4R11gG,2
"Abimaq: mudanças do BNDES são boas, mas não têm força para retomar investimento - Estado de Minas… https://t.co/xx5Rm7Cygl",1
"Fernando Pimentel (PT),decretou estado de calamidade financeira e vem atrasando os salários do funcionalismo públic… https://t.co/IcAq2BOLmr",0
"Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/sUMgXGuTwD by #VEJA via @c0nvey",0
RT @cyrusxotao: 42- o japão é menor do que o estado de minas gerais. https://t.co/QNLUhWQzIS,1
"RT @Silvio_MKT: Fernando Pimentel PISA e COSPE em cima dos mineiros, é impressionante a cara de pau desse sujeito.https://t.co/MSqSlDMRAr",0
"Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois... https://t.co/AESCP2i0eN by #UOLNoticias via @c0nvey",0
"RT @prosapolitica: Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/JKKYSX8Fgg https://t.co/lhcjG…",0
"RT @tiesregui: agradezco no haber estado en todo el día en tw. que pena ver ""su bardo"" por un mg",1
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
"RT @jorgehmb04: I'm at Nova Esperança in Nova Esperança, Estado de Minas Gerais https://t.co/E5r5JgQ6xf",1
"RT @Whackybus: Panelas? Alguém? Petrobras aumenta preço do diesel nas refinarias em 6,1% em média - Economia - Estado de Minas https://t.co…",1
"Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/bpIh1dza7Z",2
"I'm at Estádio Governador Magalhães Pinto (Mineirão) - @mineirao in Belo Horizonte, MG https://t.co/J5gxjA3BIj",1
#timbeta #globo Polícia apreende armas e drogas em uma casa em Montes Claros https://t.co/cNOJM9Ukko #OperacaoBetaLab #Sigodevolta,2
#i5gornascimento @i5gornascimento g1 Homem é preso pela PC em Pirapora suspeito de envolvimento em roubo https://t.co/ftaym4yJe8,2
"Governo de MG prevê aterro e estações de lixo para o Centro-Oeste, Itapecerica deverá receber um aterro sanitário…… https://t.co/WDy0iWZ2Hy",2
Ano passado eu dei pt em MG qual vai ser o Estado que terá a honra de presenciar meu pt em 2017?,1
RT @folha: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xZFKoIK1Ih,0
Polícia em MG apresenta rapaz que recebia drogas sintéticas via correios https://t.co/pSpaF8Pt1B,2
"Operação prende criminosos, e apreende drogas e armas #Medina, MG https://t.co/mDO95WwAXD #valedojequitinhonha",2
"Polícia apreende armas e drogas no distrito de Barra Alegre, em Ipatinga https://t.co/0vD469gZ8q https://t.co/vGoroDPzpt",2
RT @governomg: Governador Fernando Pimentel entrega à @pmmg190 viaturas para o Território Vale do Aço. https://t.co/Wq05guJfpG https://t.co…,2
BRASIL: Vacinação contra febre amarela é intensificada na zona rural de Uberaba https://t.co/cUDmVjQ3Kq… https://t.co/FQ4xSKhCB5,2
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/ojnzGqdf7K,2
"os caras fazem crochê!!! ""Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos"" https://t.co/zZe0wFnyIl",2
"RT @edmilsonpapo10: Após decretar falência do Estado de Minas, Pimentel tá comprando mais 2 helicópteros... Teremos mtos feriados em 2017..…",0
"RT @UOL: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/T36jGfw2mT",0
Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/BmDYX1WxvE https://t.co/gbkBJ7t8o8,2
Ônibus carregado de drogas é flagrado na MG-353; motorista é preso https://t.co/EsGN0YPexT https://t.co/h11ycZ0QFm,2
"RT @deborareis_m: Governo de Minas Gerais gasta R$ 50,8 milhões com helicópteros https://t.co/pSIDVaZoJh via @UOLNoticias @UOL",0
Policial de folga impede roubo e detém ladrões em Juiz de Fora https://t.co/YuLzrjTXDg https://t.co/ihVo0eSq8E,2
Ou Temer golpista demite o secretário nacional de Juventude Bruno Júlio. PMDB-MG ou podemos dizer adeus ao estado de direito. Se é que temos,1
"RT @ArobertoSa: Minas em calamidade financeira, carece de exemplo do governador PIMENTEL, quem o decretou. #ForaPimentel https://t.co/aRRBT…",0
#timbeta #globo PM prende jovens com drogas e tornozeleira eletrônica em Corinto https://t.co/JipiwVxY3P #OperacaoBetaLab #Sigodevolta,2
E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar;. https://t.co/YHxeorhB5O,1
Temer e Sartori entregaram hoje ambulâncias para 61 municípios do Estado. Quatro veículos já apresentaram problemas… https://t.co/2p69seIvDu,1
Rio faz bloqueio contra febre amarela em municípios na divisa com MG https://t.co/ZfDtF6DhKP,2
Governador Fernando Pimentel entrega 401 veículos para transporte escolar https://t.co/tyfwaFV74w,2
Governo de Minas dá respostas à Justiça sobre calamidade financeira - Politica - Estado de Minas https://t.co/6jxqEJVYra,0
Codevasf e Governo de Minas Gerais discutem retomada do convênio para construção da… https://t.co/JjUbGJenpt,2
Notícias: Belo Horizonte MG. ⚡⚡ APREENSÃO DE ARMAS E DROGAS ... https://t.co/EfsPKCgGPT,2
"Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/VEG2ICvgJw by #VEJA via @c0nvey",0
Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/0gy1x2bGDj https://t.co/cb9hxAl6NF,0
Governo de Minas e Iveco entregam 401 ônibus para escolar a municípios https://t.co/lFN33IWy2j,2
RT @cyrusxotao: 42- o japão é menor do que o estado de minas gerais. https://t.co/QNLUhWQzIS,1
"Aqui no Brasil Com três anos, presídio privado em Minas Gerais não teve rebeliões via /r/brasil https://t.co/jpKcBiDHTL",2
O governo do estado do rio tbm não tem enviado a mesalazina. Eles resolveram trocar a mg e com isso fomos obrigados… https://t.co/7BvVqg8du6,1
@PMMG190 - Militares do Tático Móvel prende traficante no Bairro Palmital https://t.co/9ki8i9IqKZ,2
RT @HumbertoReisJr: Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Py…,0
"Trator, produto de roubo, é apreendido na SP-147 e seguia sentido Minas https://t.co/UbK8DwWnUS https://t.co/ntQeLd8U51",2
Le Dio MG Ah Mi Estado�������,1
Violência avança no interior de Minas Gerais - Gerais - Estado de Minas https://t.co/wiI4yK6Ds8,1
Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/TxeoFx0szN https://t.co/RckwEF5nGL,0
"Em calamidade financeira, governo de MG compra dois helicópteros | https://t.co/uLAm1aORCs https://t.co/XXELLM0H6I",0
Rio faz ação contra febre amarela em municípios na divisa com MG https://t.co/amQ21vq4DX #SDV Via @exame https://t.co/cujQfdZUX1,2
RT @belemfala: NENHUMA REBELIÃO EM 10 ANOS DE FUNCIONAMENTO. Presídio em Minas adota novo modelo e recupera 60% dos presos | https://t.co/e…,2
@PMMG190 - Traficante preso em Perdões https://t.co/yCc5KPfZ7S,2
"RT @MPCPE: Mesmo em calamidade financeira, Estado de Minas compra mais dois helicópteros https://t.co/cyIYNkbT4I",0
Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/Sf1AiqmgJ7,2
Minas Gerais recebe auxílio da Força Nacional do #SUS para casos de #FebreAmarela https://t.co/OeN8qj5MX5 https://t.co/YMnSuB0R1Y,2
RT @frednavarro: O governador Fernando Pimentel (PT-MG) mandou comprar mais dois helicópteros. Será que vai ter gêmeos?,0
UOL: Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/PUHO3i1io8 #timbeta #sdv,0
RT @mahoper: @mtv_anab esse sotaque de minas seu ❤❤❤ melhor estado não é msm? Amo! https://t.co/4jwaOrTNMp,1
"Retweeted Augusto Emilio (@augustoemil):  Em calamidade financeira, governo de MG compra dois helicópteros... https://t.co/Dxo96Mw9o6",1
RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,0
"Los abusos, aun en el estado más sólido, son minas sordas que tarde o temprano estallan. #Frasedeldía",1
"RT @joaoleiteBH: Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/WALxs8gTwT #radioitatiaia",0
"RT @edmilsonpapo10: Após decretar falência do Estado de Minas, Pimentel tá comprando mais 2 helicópteros... Teremos mtos feriados em 2017..…",0
"RT @Silvio_MKT: Fernando Pimentel PISA e COSPE em cima dos mineiros, é impressionante a cara de pau desse sujeito.https://t.co/MSqSlDMRAr",0
Prefeitura de Uberlândia decreta estado de calamidade financeira - Politica - Estado de Minas https://t.co/Lq3krwZpYI,0
@PMMG190 - Tático Móvel prende traficante no Bairro Vila Nova Esperança https://t.co/DHNyV3iSQ6,2
"Si mi platónica o chica muy linda le da mg a este estado, le mencionó en los comentarios♡",1
VACINAS CONTROLE POPULACIONAL Januária recebe 50 mil doses da vacina após morte por febre amarela #G1 https://t.co/wrnAYXC8uh,2
"Paredão é a única solução para políticos como o Governador de MG, que usou o Helicóptero público para buscar... https://t.co/zSOQTM4rCk",0
